province,topic,merged
Kalimantan Selatan,Hubungan Keluarga,Pada malam hari raya selalu diadakan acara makan bersama. Acara tersebut bertujuan untuk mengumpulkan keluarga-keluarga dekat yang tinggalnya jauh.
Kalimantan Selatan,Hubungan Keluarga,"Wanita itu baru saja turun dari bus luar kota sambil memegang peta ditangannya, ia tampak kebingungan sehingga Arya menghampiri wanita tersebut. Wanita tersebut baru pertama kali datang ke tempat itu dan Arya membantunya mencari tempat yang ia maksud."
Kalimantan Selatan,Hubungan Keluarga,Kakak menghampiri anak kecil yang berjualan kerupuk dipinggir jalan. Kakak membeli banyak kerupuk yang dijual adik tersebut karena merasa iba.
Kalimantan Selatan,Hubungan Keluarga,Sebelum ibu memakan kuenya ia terlebih dahulu menawarkan kue tersebut kepada orang disekitarnya. Karena ibu percaya bahwa tidak baik memakan kue sendirian di tengah orang banyak tanpa menawarkannya.
Kalimantan Selatan,Hubungan Keluarga,Tia selalu memberi kue kepada gurunya di sekolah. Tia diberitahu ibunya untuk selalu memberikan yang terbaik kepada guru sesuai dengan kemampuannya.
Kalimantan Selatan,Hubungan Keluarga,"Yudi Suriansyah, teman main ku dihalaman rumah mempunyai nama belakang yang sama dengan pak Udin Suriansyah yang tinggal di gang sebelah. Mereka berdua memiliki hubungan keluarga."
Kalimantan Selatan,Hubungan Keluarga,Yanti sangat dihormati dilingkungan rumahnya karna ia mempunyai nama Gusti Nur Yanti. Orang yang memiliki nama depan Gusti biasanya keturunan kesultanan Banjar.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Ibu hamil tidak bisa sembarangan minta makanan atau minuman punya orang. Hal tersebut akan berdampak kepada anaknya nanti yang memiliki watak suka meminta-minta.
Kalimantan Selatan,"Kehamilan, Bayi, Anak","Setelah 7 bulan usia kandungan, dilakukan acara mandi-mandi. Mandi-mandi bertujuan untuk memberikan keselamatan pada ibu dan bayi."
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Setelah melahirkan ibu-ibu harus mengkonsumsi sayur bening dan ikan gabus. Ibu-ibu harus mengkonsumsinya selama 40 hari berturut-turut.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Ibu yang baru melahirkan dilarang terkena suhu tertentu. Suhu tersebut adalah suhu yang panas.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Bayi yang baru lahir dibacakan Surah Yasin. Surah Yasin dibacakan selama 40 hari berturut-turut.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Agar balita nanti badannya tegap maka ia harus didudukkan dalam ayunan. Mendudukkan bayi itu dinamakan bapukung.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Anak-anak patut diberitahu bahwa tidak baik menghabiskan makanan punya teman atau orang lain. Karena akan membuat anak itu berlaku sesuka hatinya.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Ali selalu menyapa para tetangga ketika sepulang sekolah. Hal itu karna orang tuanya mengajarkan untuk memiliki sikap ramah dan peduli terhadap orang lain.
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Aldi tampil di atas panggung dengan sangat percaya diri. Sikap percaya diri Aldi didapat karena orang tuanya yang selalu memberikan respon positif.
Kalimantan Selatan,"Kehamilan, Bayi, Anak","Ketika sudah mengalami masa puberitas, Wati diharuskan mencuci pakaian dalam sendiri. Karena pamali jika orang lain yang menyentuhnya."
Kalimantan Selatan,"Kehamilan, Bayi, Anak",Wajah Siti terlihat ceria kembali setelah ia menceritakan permasalahannya kepada orang tuanya. Munculnya wajah ceria Siti karena orang tua memberikan dukungan dan solusi kepadanya.
Kalimantan Selatan,Kematian,"Saat kakek sakrataul maut, kakak menyiapkan sajadah. Sajadah diberikan khusus untuk orang yang membacakan talqin."
Kalimantan Selatan,Kematian,"Saat kakek telah meninggal, Ibu diminta menyiapkan air asam jawa. Air tersebut digunakan untuk memandikan jenazah."
Kalimantan Selatan,Kematian,Jenazah hidup kembali ketika dimandikan. Pemandi jenazah membacakan daf dif duf dam untuk menidurkan jenazah kembali.
Kalimantan Selatan,Kematian,Acil membuat serabi didapur untuk prosesi pengurusan jenazah. Serabi dibagikan kepada pelayat.
Kalimantan Selatan,Kematian,Ayah diberi piring dan mangkuk oleh keluarga mayat. Piring dan mangkuk tersebut berwarna serba putih.
Kalimantan Selatan,Kematian,Banyak laki-laki yang memakai sarung dan peci ketika melayat. Sarung dan peci dianggap lebih sopan dan menghormati daripada celana biasa.
Kalimantan Selatan,Kematian,Harta warisan dari mayyit tidak boleh dibagi sampai kurun waktu tertentu. Waktu tersebut sampai satu haul (satu tahun) dari kepergian mayyit.
Kalimantan Selatan,Kematian,Nenek dari pihak ayah kami mendapat harta warisan dari sepeninggal ayah kami. Nenek wajib diberi karna mengikut syari'at Islam.
Kalimantan Selatan,Hari Besar Agama,"Memasuki bulan Rabiul Awal, pak RT mengadakan rapat bersama tokoh agama dan masyarakat sekitar. Rapat membahas tentang persiapan Maulid Nabi."
Kalimantan Selatan,Hari Besar Agama,Beberapa warga kampung menyumbangkan hasil taninya untuk acara Maulid. Mereka meyakini hal itu akan mendatangkan berkah yang lebih banyak untuk usahanya.
Kalimantan Selatan,Hari Besar Agama,Sebelum acara Maulid dimulai pak RT berkeliling di lokasi acara. Pak RT mengecek semua kesiapan panitia dan perlengkapannya.
Kalimantan Selatan,Hari Besar Agama,Syair Maulid yang dibawakaan tidak terbatas jumlahnya. Syair Maulid akan berhenti apabila penceramah sudah datang.
Kalimantan Selatan,Hari Besar Agama,Banyak orang yang meletakkan air mineral yang terbuka tutupnya dan diletakkan didepan penceramah. Orang-orang meyakini kalau air mineral tersebut sebagai perantara mengabulkan hajat.
Kalimantan Selatan,Hari Besar Agama,Banyak makanan ringan dan uang digantung tepat di atas kepala para warga yang hadir. Makanan ringan dan uang tunai itu sebagai oleh-oleh untuk warga yang datang.
Kalimantan Selatan,Hari Besar Agama,"Ketika penceramah datang, banyak anak-anak yang meghampiri beliau untuk bersalaman. Hal itu diyakini bahwa kelak anak-anak tersebut akan menjadi anak yang sholeh/sholehah."
Kalimantan Selatan,Pertanian,Nenek menanam tanaman tersebut sambil berjalan mundur. Nenek sedang menanam padi.
Kalimantan Selatan,Pertanian,Mamaradak adalah sesuatu yang dilakukan pada saat petani mulai menanam benih padi. Hal tersebut dilakukan agar mendapat keselamatan dari Tuhan saat menanam padi.
Kalimantan Selatan,Pertanian,Baugingan atau baarian adalah kegiatan gotong royong para petani menanami padi untuk petani lainnya. Kegiatan tersebut dilakukan dari jam 6 pagi sampai jam 11 siang.
Kalimantan Selatan,Pertanian,"Setelah panen padi pertama berhasil, dirumah diadakan acara bekelarat. Bekelarat adalah acara syukuran atas hasil panen yang didapat."
Kalimantan Selatan,Ikan dan Ternak,Baliu adalah tradisi memanen ikan di sungai yang dilakukan secara bersama-sama. Baliu dilakukan ketika musim kemarau tiba.
Kalimantan Selatan,Ikan dan Ternak,Di Barabai orang menggunakan hancau untuk mencari ikan. Hancau adalah jaring angkat yang berbentuk segi empat.
Kalimantan Selatan,Ikan dan Ternak,Beberapa masyarakat Banjar masih menganut tradisi menangkap ikan di sungai dengan menggunakan tangannya. Tradisi itu disebut bagagap iwak.
Kalimantan Selatan,Ikan dan Ternak,Malunta adalah tradisi menangkap ikan di sungai dengan menggunakan jaring. Malunta dilakukan di sungai yang airnya jernih dan dangkal.
Kalimantan Selatan,Ikan dan Ternak,"Ketika berbelanja di Pasar Terapung penjual dan pembeli melakukan akad jual beli. Penjual mengatakan,""jual"" dan pembeli mengatakan,""tukar""."
Kalimantan Selatan,Ikan dan Ternak,Pada jual beli intan harus ada budaya balamahan. Balamahan adalah sabar dan tanpa kekerasan.
Kalimantan Selatan,Seni,Alat musik ini dimainkan dengan cara dipetik dan biasanya menjadi pengiring dalam tari Japin. Alat musik tersebut adalah Panting.
Kalimantan Selatan,Seni,Alat musik Kuriding dimainkan dengan cara yang unik. Ia dimainkan dengan cara ditiup sambil menarik tali getar.
Kalimantan Selatan,Seni,Kesenian madihin selalu diiringi dengan alat musik yang khas. Alat musik itu berupa Tarbang.
Kalimantan Selatan,Seni,Keindahan Kotabaru dan kerinduan seseorang kepada kekasihnya dituangkan dalam sebuah lagu. Lagu itu berjudul Paris Barantai.
Kalimantan Selatan,Seni,Lagu Ampat si Ampat Lima sangat cocok dideengarkan oleh orang yang belum menikah. Lagu tersebut bercerita tentang jodoh pasti bertemu.
Kalimantan Selatan,Seni,Perjuangan mencari nafkah/rezeki digambarkan dalam sebuah lagu Banjar. Judul lagu itu adalah Pambatangan.
Kalimantan Selatan,Seni,Pada Tari Baksa Kembang para penari memakai mahkota di atas kepalanya. Mahkota pada penari disebut Gajah Gemuling.
Kalimantan Selatan,Seni,Penampilan Mamanda banyak membuat orang terpukau. Mamanda merupakan seni teater Banjar.
Kalimantan Selatan,Seni,Tari Bagandut ditampilkan oleh penari wanita yang bertubuh gendut. Tubuh gendut penari wanita diyakini merupakan simbol kecantikan.
Kalimantan Selatan,Seni,Para penari Baksa Kembang memberikan rangkaian bunga kepada tamu kehormatan. Rangkain bungan itu disebut bogam.
Kalimantan Selatan,Seni,Kakek menangisi kematian nenek selama 1 minggu berturut-turut. Seperti kata pepatah Banjar : nang kaya dihiris lawan sambilu.
Kalimantan Selatan,Seni,Sebelum berbicara kepada orang ada baiknya dipikir lebih dahulu. Seperti kata pepatah Banjar : banganga dahulu hanyar bapandir.
Kalimantan Selatan,Permainan,Disekolah kami diadakan lomba Balogo. Logo yang digunakan terbuat dari tempurung kelapa.
Kalimantan Selatan,Permainan,Kelompok Selvi bertugas menjadi penyerang sedangkan kelompok Dinda bertugas menjadi penjaga. Permainan ini disebut Baasinan.
Kalimantan Selatan,Permainan,Anak panah yang digunakan dalam permainan Basusumpitan tidak berbahaya. Anak panah itu terbuat dari tanah liat.
Kalimantan Selatan,Permainan,Nabila dan Nanda bermain badaku. Mereka bermain di tanah yang gembur.
Kalimantan Selatan,Permainan,Kami bermain Cuk-cuk bimbi disela istriahat sekolah. Kami bermain di dalam kelas.
Kalimantan Selatan,Sehari-hari,Amin melihat Nanang sedang mawarung di gang sebelah. Mawarung adalah aktivitas makan dan minum yang dilakukan di warung sambil bercengkrama dengan pelanggan lain.
Kalimantan Selatan,Sehari-hari,"Sambil menunggu anaknya bersekolah, ibu Ana berjualan makanan sehat didepan sekolah anaknya. Makanan sehat yang dijualnya adalah salad buah, rujak buah dan jagung bakar."
Kalimantan Selatan,Sehari-hari,Banyak siswa SMP di Banjarbaru yang gemar pulang sekolah dengan menaiki angkot. Angkot yang mereka naiki tersebut sudah digratiskan oleh pemerintah setempat.
Kalimantan Selatan,Sehari-hari,"Supir angkot bercerita bahwa pada masa sekarang jarang sekali orang naik angkot. Hal itu karna banyaknya pilihan kendaraan lain seperti motor,mobil,ojol maupun sepeda listrik."
Kalimantan Selatan,Sehari-hari,Ada beberapa orang masih memilih tinggal di rumah adat Banjar dan mereka masih menjaga keaslian rumahnya. Hal tersebut karna rumah adat Banjar adalah warisan pendahulu mereka dan memiliki harga jual yang bertambah fantastis setiap tahunnya.
Kalimantan Selatan,Socio-religious,Setiap malam Rabu akhir di bulan Shafar orang-orang kampung berkeliling kampung. Mereka berkeliling kampung sambil membaca Burdah.
Kalimantan Selatan,Socio-religious,Banyak orang yang datang pada Haul Abah Guru Sekumpul. Haul tersebut dilaksanakan pada bulan Rajab.
Kalimantan Selatan,Socio-religious,Setiap bulan ia harus memberi makan buaya putih di sungai. Buaya putih itu disebut gampiran.
Kalimantan Selatan,Socio-religious,Ayah mencari keberadaan adik di hutan sambil bagandang nyiru. Adik disembunyikan makhluk halus.
Kalimantan Selatan,Socio-religious,Usia kandungan ibu Ani sudah tujuh bulan. Ibu Ani mengadakan acara mandi-mandi.
Kalimantan Selatan,Socio-religious,"Jenis mobil Fortuner, Pajero, BMW serta mobil yang bermerk lainnya adalah jenis mobil yang lazim dipakai orang Kalimantan. Orang Kalimantan ingin merasakan kenyamanan berkendara tetapi jalanan di Kalimantan banyak belum beraspal dan dipenuhi batu-batu besar."
Kalimantan Selatan,Socio-religious,Racikan kecap asin dan limau kuit dapat meredakan sakit. Sakit yang dapat diredakan yaitu sakit tenggorokan.
Kalimantan Selatan,Socio-religious,Wanita harus banyak makan kemangi. Membuat tubuh wanita menjadi wangi.
Kalimantan Selatan,Socio-religious,Nenek memberi nasehat kepada cucunya agar jangan menjadi orang yang pelit. Seperti kata pepatah : kada titik banyu diganggam.
Sulawesi Selatan,Makanan,Ibu memintaku untuk pergi membeli sarapan pagi. Aku membeli nasi kuning.
Sulawesi Selatan,Makanan,Ibu membuatkan kami bekal untuk sarapan pagi di sekolah. Ibu memasak bassang.
Sulawesi Selatan,Makanan,"Jika berkunjung ke Kota Makassar, kurang lengkap rasanya jika tidak berwisata kuliner. Coto Makassar buatan Daeng Naba sejauh ini yang terbaik menurutku."
Sulawesi Selatan,Makanan,"Selain coto makassar, di warung Daeng Naba tersedia menu wajib yang juga harus anda cicipi. Makanan ini bernama pallu basa."
Sulawesi Selatan,Makanan,"Jika anda pencinta makanan yang pedas. Datanglah ke Kabupaten Sidrap, Anda dapat menikmati nasu palekko bebek saat santap siang."
Sulawesi Selatan,Makanan,"Aku tak begitu menyukainya karena rasanya yang pahit, meski ini termasuk salah satu sayur favorit di keluarga kami. Namanya Kambu' paria."
Sulawesi Selatan,Makanan,Kurang afdol rasanya jika berkunjung di Kabupaten Sidrap namun tidak singgah di Lawawoi. Disana ada puluhan stand UMKM yang berjejeran di pinggir jalan dan semuanya seragam menjual Apang pella.
Sulawesi Selatan,Makanan,"Nenek Dori menjual panganan pagi khas Makassar. Setelah shalat subuh, sudah banyak pelanggan yang antri ingin membeli roti labbu' di kedainya."
Sulawesi Selatan,Makanan,"Saat berkunjung ke Kabupaten Enrekang, kami menyempatkan singgah untuk membeli jajanan. Kami membeli deppa tetekan."
Sulawesi Selatan,Makanan,Di sekitar pelabuhan Kota Makassar terlihat sangat banyak penjual berseliweran. Para penjual menawarkan Sirop Markisa kepada para pengunjung pelabuhan.
Sulawesi Selatan,Makanan,"Di malam hari, kami sekeluarga sering menyantap minuman hangat bersama di teras rumah. Ibu menghidangkan sarabba hangat untuk kami minum."
Sulawesi Selatan,Makanan,Makanan favorit saya adalah kapurung. Saya menyantap kapurung menggunakan tangan.
Sulawesi Selatan,Makanan,Ani sangat senang membantu neneknya memasak di dapur dengan perlengkapan tradisional. Ani memasak menggunakan dapo.
Sulawesi Selatan,Makanan,Kakek memanen aren yang akan dibuat menjadi gula merah. Aren yang telah dipanen dimasak diatas api menggunakan kuali.
Sulawesi Selatan,Makanan,Aku selalu menyempatkan diri berwisata kuliner setiap berkunjung ke Sulawesi Selatan. Coto Makassar adalah pilihan utamaku.
Sulawesi Selatan,Makanan,Kari ayamnya rasanya lezat. Rasanya lebih nikmat jika disantap dengan buras.
Sulawesi Selatan,Pernikahan,Akhirnya Amal dan Indah akan segera melangsungkan pernikahan. Semuanya telah diputuskan melalui proses mappettuada.
Sulawesi Selatan,Pernikahan,Mappettuada menandai bahwa Amal dan Indah kini telah resmi bertunangan. Dalam proses acara yang sama keluarga Amal juga mappenre' dui kepada keluarga Indah.
Sulawesi Selatan,Pernikahan,Aku terlibat dalam rangkaian acara menjelang pernikahan Amal dan Indah. Aku diminta menjadi protokol dalam acara mappacci.
Sulawesi Selatan,Pernikahan,Saya turut mengantar Amal menuju kediaman Indah untuk melaksanakan akad nikah. Tradisi mengantar ini disebut mappenre' botting.
Sulawesi Selatan,Pernikahan,Ambo Ali adalah tokoh agama yang mashur di desaku. Ia dipercaya untuk melakukan tradisi mappasikarawa setelah akad nikah Amal dan Indah.
Sulawesi Selatan,Pernikahan,"Setelah akad dan resepsi pernikahan di kediaman Indah, kini kami mengantar Indah menuju kediaman Amal. Di sana akan dilaksanakan tradisi mapparola."
Sulawesi Selatan,Pernikahan,Ranti dan Ikram menuju makam sehari setalah resepsi mereka. Ranti dan Ikram ke makam untuk Mabbolo Kibburu.
Sulawesi Selatan,Pernikahan,Kami sedang bersiap-siap mengantar pengantin baru ke rumah mertuanya. Pengantin wanita akan bertemu dengan keluarga pengantin laki-laki untuk Mammatua.
Sulawesi Selatan,Pernikahan,Ikram terlihat semakin gagah mengenakan baju nikah adat Bugis. Ikram mengenakan jas tutu'.
Sulawesi Selatan,Pernikahan,"Setelah memilah aksesoris kepala, pilihan Ikram jatuh pada songkok yang terbuat dari pelepah daun lontar. Ikram memilih menggunakan songkok recca."
Sulawesi Selatan,Pernikahan,Rara menuju butik di pusat kota Pare-pare untuk mencoba baju resepsinya. Rara akan mengenakan baju bodo.
Sulawesi Selatan,Pernikahan,Rara memakai baju bodo. Rara juga mengenakan lipa' sabbe.
Sulawesi Selatan,Pernikahan,"Di kampungku di Bacukiki, jika menerima undangan pernikahan maka wajib hukumnya bagi kita untuk hadir. Kita membawa amplop berisi uang yang akan digunakan untuk Massolo."
Sulawesi Selatan,Hubungan Keluarga,"Sebagai adik yang akan mendahului kakak kandung perempuan untuk menikah, saya harus melalui sebuah proses adat. Saya harus memberikan seserahan kepada kakak berupa uang dan pakaian dengan jumlah dan jenis yang telah ditentukan."
Sulawesi Selatan,Hubungan Keluarga,Erang-erang Dian dibawakan oleh beberapa orang. Erang-erang Dian dibawakan sepupu dan tante-tantenya.
Sulawesi Selatan,Hubungan Keluarga,Sebagai keturunan asli suku makassar setiap dari kami diberikan nama lain diluar nama asli kami yang disebut dengan paddaengeng. Namaku Syamsul Munif dan paddaengengku adalah Daeng Sila.
Sulawesi Selatan,Hubungan Keluarga,"Tahun lalu Andi Anto menikahi pujaan hatinya yang bernama Andi Tenri. Kemarin keduanya baru saja dianugerahi putra pertama, yang mereka beri nama Andi Lolo."
Sulawesi Selatan,"Kehamilan, Bayi, Anak",Mitha mempersiapkan ritual satu bulan kehamilan kakaknya. Mitha mengurus ritual mappanre to mangideng.
Sulawesi Selatan,"Kehamilan, Bayi, Anak","Selain ke puskesmas, Ima juga melakukan pemeriksaan kandungan secara tradisional. Ima memeriksakan kandungannya di sanro pammana'."
Sulawesi Selatan,"Kehamilan, Bayi, Anak","Diusia tujuh bulan kehamilan kak reni, ibu memanggil sanro pammana. Ibu mengundang sanro untuk ritual appassili."
Sulawesi Selatan,"Kehamilan, Bayi, Anak","Agar tidak merasakan sakit perut yang lama menjelang persalinan, Niar diberikan makanan pantangan. Niar dilarang makan pepaya."
Sulawesi Selatan,"Kehamilan, Bayi, Anak",Rian membeli kelapa untuk membasahi gunting yang akan digunakan pada acara aqiqah anaknya besok. Rian membeli kelapa muda.
Sulawesi Selatan,"Kehamilan, Bayi, Anak",Marni dan burhan menyediakan bibit tanaman untuk ditanam setelah anaknya lahir. Marni dan Burhan meyediakan tunas kelapa.
Sulawesi Selatan,"Kehamilan, Bayi, Anak",Burhan menggantung sarung di kolong pintu kamar. Burhan membuat tojang untuk anaknya tidur.
Sulawesi Selatan,Kematian,"Tepat pukul 02.00 dini hari tadi adalah momen yang sangat berat bagi kami. Saat sakratul mau tiba, semua keluarga dekat berkumpul mengelilingi Tante yang sudah terbaring lemah di kamarnya."
Sulawesi Selatan,Kematian,Dalam suatu kelompok kepercayaan tertentu di daerahku terdapat sebuah prinsip yang unik. Mayat ketika dikeluarkan dari rumah harus melalui jendela rumah.
Sulawesi Selatan,Kematian,Tante Ani menemani Ibu melayat ke rumah Pak Dani. Keduanya memakai pakaian serba hitam.
Sulawesi Selatan,Kematian,"Di kediaman almarhum Pak Dani, aku menyaksikan ada banyak bapak bapak berkumpul. Mayoritas dari mereka menggunakan sarung sebagai bawahan."
Sulawesi Selatan,Hari Besar Agama,"Buras adalah panganan favorit pengganti nasi yang menurut tradisi daerah kami harus selalu tersedia di setiap hari raya. Ibu menyuruhku megambil daun pisang di kebun, yang akan ia gunakan sebagai pembungkus buras."
Sulawesi Selatan,Hari Besar Agama,"Saat pelaksanaan acara maulid di kampung kami, masjid terlihat begitu ramai dan semarak. Ada banyak telur rebus yang telah dihias dibagikan kepada jemaah setelah acara berlangsung."
Sulawesi Selatan,Hari Besar Agama,"Pada acara maulid, ramai jamaah memperebutkan sokko'. Bahan utama dari pembuatan sokko' adalah beras ketan."
Sulawesi Selatan,Hari Besar Agama,Setelah Sholat Idul Fitri kami sekeluarga berkumpul di rumah nenek. Di sana kami menyantap berbagai jenis makanan dalam acara mabbaca doang salama'.
Sulawesi Selatan,Pertanian,Mayoritas warga kampungku di Bone bekerja sebagai petani. Mereka menanam padi sebagai sumber mata pencaharian utama.
Sulawesi Selatan,Pertanian,Aku sangat suka menyaksikan tradisi yang dilakukan sebelum turun kesawah untuk menanam padi. Orang-orang mengadakan jamuan makan bersama dipinggiran sawah yang disebut mappano.
Sulawesi Selatan,Pertanian,Acara pesta panen padi di daerah kami sangatlah meriah. Ratusan hingga ribuan orang hadir menyaksikan acara mappadendang.
Sulawesi Selatan,Pertanian,Ayah mengajakku menyaksikan perlombaan yang selalu dilaksanakan setelah pesta panen padi. Kami menyaksikan lomba balap sepeda tassi.
Sulawesi Selatan,Ikan dan Ternak,Ayam-ayam milik ayahku kini memasuki fase siap untuk bertelur. Agar hasil telurnya maksimal ayahku melakukan mattarata' manu'.
Sulawesi Selatan,Ikan dan Ternak,Waktu panen ikan milik kakekku telah tiba. Masyarakat di kampungku berkumpul dan saling membantu untuk mappametti kollang.
Sulawesi Selatan,Ikan dan Ternak,Kolam ikan milik kakek setelah dipanen dan dibersihkan kini siap untuk diisi kembali. Kakek melakukan tradisi mappano bibi'.
Sulawesi Selatan,Ikan dan Ternak,Mapasilaga Tedong adalah tradisi unik para leluhur. Keyakinan turun temurun bahwa semakin sering seekor kerbau beradu maka akan semakin kuat dan panjang usianya.
Sulawesi Selatan,Seni,Anti suka sekali mendengar petikan alat musik tradisional Bugis. Anti suka sekali mendengar kecaping.
Sulawesi Selatan,Seni,Kulit sapi itu akan dijadikan alat musik. Kulit sapi akan dijadikan Gandrang.
Sulawesi Selatan,Seni,"Tak hanya anak muda, para orang tua juga memainkan alat musik khas Kabupaten Enrekang ini. Mereka memainkan bas bambu."
Sulawesi Selatan,Seni,Ibu selalu menyanyikan lagu pengantar tidur untuk adik. Ibu menyanyikan lagu Yabe Lale.
Sulawesi Selatan,Seni,Salah satu pilihan lagu tradisional yang dilombakan adalah tentang rasa syukur hasil bumi yang melimpah. Sekolahku memilih lagu Mappadendang.
Sulawesi Selatan,Seni,Rizal dan Ratna menyanyikan lagu tentang jodoh di hari pernikahan mereka. Rizal dan Ratna menyanyikan lagu Alosi ripolo dua.
Sulawesi Selatan,Seni,Sanggar Pajjoge menampilkan tarian ritual sebagai ungkapan rasa syukur pada bumi dan langit. Sanggar Pajjoge menampilkan Tari pakkarena.
Sulawesi Selatan,Seni,Mina melakukan gerakan seolah menenun kain dalam tariannya. Mina menampilkan tarian pattennung.
Sulawesi Selatan,Seni,Bebunyian bambu dalam pentas tari semalam adalah penampilan tari yang paling meriah dan seru. Orang-orang menampilkan Tari Gandrang Bulo.
Sulawesi Selatan,Seni,Lina dan teman-temannya menyambut tamu kehormatan yang akan datang. Lina dan teman-temannya menampilkan Tari Padduppa.
Sulawesi Selatan,Seni,Permainan ini mirip dengan sepak takraw. Marraga masih dimainkan oleh para remaja Bugis.
Sulawesi Selatan,Seni,Terlihat banyak orang berkumpul menggunakan pakaian hitam di Tana Toraja. Mereka berdiri melingkar melakukan rambu solo.
Sulawesi Selatan,Seni,Dua orang pemuda gagah naik ke atas panggung dan masing masing membawa badik. Mereka berdua masuk ke dalam sebuah sarung dan bersiap untuk sigajang laleng lipa'.
Sulawesi Selatan,Seni,Daeng Bani menceritakan kisah perjuangan rakyat Makassar diiringi dengan lantunan irama. Daeng Bani manampilkan sinrilik.
Sulawesi Selatan,Permainan,Pamanku adalah orang yang ahli dalam membuat berbagai macam mainan yang terbuat dari kayu. Hari ini ia mengajakku memainkan gasing yang baru saja selesai ia buat.
Sulawesi Selatan,Permainan,Permainan bela diri yang hanya menggunakan kaki ini sangat populer di daerah Bone. Kami menyebutnya massempe'.
Sulawesi Selatan,Permainan,"Masyarakat ramai datang menghadiri mappadendang. Pada acara pesta panen tersebut, ada permainan mattojang."
Sulawesi Selatan,Permainan,Ayahku terkenal sebagai jawara permainan makkandang di kampungku. Lomba makkandang umumnya dilaksanakan pada acara pesta pernikahan.
Sulawesi Selatan,Permainan,Anak-anak hingga orang dewasa sangat menyukai permainan mattojang. Mereka mattojang di lokasi pelaksanaan acara mappadendang.
Sulawesi Selatan,Sehari-hari,Aku melihat ada sekitaran 7 orang ibu ibu duduk bersusun di atas anak tangga rumah milik Indo' Ija. Mereka sedang asyik bercengkrama sambil mencari kutu pada rambut.
Sulawesi Selatan,Sehari-hari,Musim panen padi telah tiba. Para petani mengangkut gabahnya menggunakan sepeda tassi ke pasar sentral Polewali.
Sulawesi Selatan,Sehari-hari,Azan maghrib sudah berkumandang. Adi bersama adiknya memasukkan itik yang mereka ternak kedalam kandang.
Sulawesi Selatan,Sehari-hari,"Saat libur sekolah, sekekali aku menemani ayah saat bertugas sebagai penjaga malam di pos ronda. Disana nampak banyak bapak bapak berkumpul bermain catur sambil menyeruput kopi."
Sulawesi Selatan,Socio-religious,"Malam ini aku tak bisa tidur dikarenakan cerita Andi tadi tentang sosok yang pernah ia temui di sawah milik bapaknya saat malam hari. Katanya ia bertemu dengan pajjujung dapo, yang di atas kepalanya terdapat tungku yang apinya masih menyala."
Sulawesi Selatan,Socio-religious,Setiap malam jum'at didesaku hampir setiap rumah terlihat ada asap kecil yang mengepul di pekarangannya. Mereka membakar kemenyan yang berbahan kulit langsat yang dikeringkan.
Sulawesi Selatan,Socio-religious,Semua benda pusaka warisan leluhur telah dikeluarkan dan semuanya siap untuk dibersihkan. Di daerahku tradisi tersebut dinamakan mattompang.
Sulawesi Selatan,Socio-religious,Perempuan yang sudah pernah berangkat ke tanah suci dalam kesehariannya selalu memakai penutup kepala yang khas. Mereka yang bergelar haji mengenakan songko' aji.
Sulawesi Selatan,Socio-religious,"Dalam setiap acara pesta pernikahan, barisan pertama saat mengantar pengantin kerumah calon mempelainya selalu diisi oleh Ibu-Ibu yang menyandang gelar haji. Mereka selalu tampil nyentrik dengan mattalulu di kepala mereka."
Sulawesi Selatan,Socio-religious,"Saat berangkat ke sawah, Inna memakai bedak untuk melindungi kulitnya dari matahari. Inna memakai bedda pica."
Sulawesi Selatan,Makanan,Fajar lebih suka sarapan yang tidak berat tapi mengenyangkan. Fajar suka sarapan burasa' dengan tai boka.
Sulawesi Selatan,Makanan,"Setiap pagi, keluarga Besse sarapan di rumah. Keluarga Besse sarapan dengan roti berre' dan cocolan gula."
Sulawesi Selatan,Makanan,Topan selalu makan siang bersama keluarga di ladda-ladda kolong rumah dengan duduk bersila sambil mengelilingi lauk yang disediakan. Wadah lauk disajikan di atas baki.
Sulawesi Selatan,Makanan,Ibu memasak ikan bandeng yang asam khas Makassar untuk makan siang. Ayah sangat suka pallumara masakan ibu.
Sulawesi Selatan,Makanan,"Sebagai pengganti makan malam, kami mengudap jajanan di Pantai Losari. Kami menikmati pisang epe."
Sulawesi Selatan,Makanan,Ayah baru panen kacang tanah dan sebagian hasilnya dimasak. Bunda membuat baje canggoreng.
Sulawesi Selatan,Makanan,Santi menikmati makanan ringan yang manis dengan tekstur yang garing dan bentuknya seperti sarang semut. Santi menikmati karrasa.
Sulawesi Selatan,Makanan,Marda baru saja pulang dari Palopo. Marda membawa oleh-oleh Bagea.
Sulawesi Selatan,Makanan,Ibu keluar dari toko kain di Wajo. Ibu membeli oleh-oleh berupa kain sutera.
Sulawesi Selatan,Makanan,"Setiap kembali ke lokasi penempatan, Rijal tidak pernah lupa membawakan oleh-oleh khas Makassar. Rijal membawa jalangkote."
